player_id,name,first_name,last_name,short_name,date_of_birth,derived_age,nationality,nationality_raw,nationality_id,height,weight,club,club_id,league,league_id,position,positions,alternative_positions,position_type,preferred_foot,overall,potential,pace,acceleration,sprint_speed,shooting,finishing,shot_power,long_shots,volleys,penalties,positioning,passing,vision,crossing,free_kick_accuracy,short_passing,long_passing,curve,dribbling,agility,balance,reactions,ball_control,composure,defending,interceptions,heading_accuracy,defensive_awareness,standing_tackle,sliding_tackle,physical,jumping,stamina,strength,aggression,weak_foot,skill_moves,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,value,wage,release_clause,contract_until,playstyles,playstyles_plus,gender,gender_id,source,source_player_id,source_url,overall_source,attributes_source,potential_source,data_version,scraped_at,game_club_id,game_club_name,game_league_id,club_source,provider_card_id,card_type
19541,Glenn Morris,Glenn,Morris,,1983-12-20,42,England,England,14,183,70,Gillingham,1802,EFL League Two,,GK,GK,,Defense,Right,61,61,60,31,32,59,15,43,17,12,29,14,57,53,20,15,31,50,13,62,52,55,57,30,56,31,17,14,13,22,24,63,56,30,63,30,3,1,60,59,57,63,62,,,,,"Footwork, Cross Claimer",,Men's Football,0,ea-drop-api,19541,https://www.ea.com/games/ea-sports-fc/ratings?playerId=19541,ea-drop-api,ea-drop-api,FC26_20250921-carryover,fc27,2026-08-28T09:08:58.508Z,gillingham,Gillingham,eng-4,fc27,19541:BASE,BASE_LAUNCH
69967,Isaac,Isaac,Romero Bernal,Isaac,2000-05-18,26,Spain,Spain,45,184,70,Sevilla FC,481,LALIGA EA SPORTS,,ST,"ST, LW, RW, LM","LW, RW, LM",Attack,Left,74,79,78,77,79,72,73,73,71,69,65,72,68,65,68,50,72,67,70,73,69,66,73,75,63,23,22,74,23,12,10,71,85,72,74,58,3,3,5,12,11,8,12,,,,,,,Men's Football,0,ea-drop-api,69967,https://www.ea.com/games/ea-sports-fc/ratings?playerId=69967,ea-drop-api,ea-drop-api,FC26_20250921-carryover,fc27,2026-08-28T09:08:58.508Z,sevilla,Sevilla FC,esp,fc27,69967:BASE,BASE_LAUNCH
70004,Senny Mayulu,Senny,Mayulu,,2006-05-17,20,France,France,18,183,69,Paris SG,73,Ligue 1 McDonald's,,CM,CM,,Midfielder,Left,75,85,75,76,74,68,67,80,64,47,56,75,73,76,63,54,78,74,74,78,75,70,73,80,78,57,69,44,47,67,43,55,55,69,47,58,5,3,5,10,10,6,6,,,,,Press Proven,,Men's Football,0,ea-drop-api,70004,https://www.ea.com/games/ea-sports-fc/ratings?playerId=70004,ea-drop-api,ea-drop-api,FC26_20250921-carryover,fc27,2026-08-28T09:08:58.508Z,paris-saint-germain,Paris Saint-Germain,fra,fc27,70004:BASE,BASE_LAUNCH
70017,Gessime Yassine,Gessime,Yassine,,2005-11-22,20,France,France,18,173,59,USL Dunkerque,111276,Ligue 2 BKT,,RM,"RM, LM, RW","LM, RW",Midfielder,Left,65,77,66,70,62,61,61,61,63,59,51,64,62,59,59,53,68,54,74,74,91,83,55,70,65,40,48,42,31,41,44,43,40,47,35,57,2,3,9,7,10,11,14,,,,,Low Driven Shot,,Men's Football,0,ea-drop-api,70017,https://www.ea.com/games/ea-sports-fc/ratings?playerId=70017,ea-drop-api,ea-drop-api,FC26_20250921-carryover,fc27,2026-08-28T09:08:58.508Z,usl-dunkerque,USL Dunkerque,fra-2,fc27,70017:BASE,BASE_LAUNCH
70037,Francis Onyeka,Francis,Onyeka,,2007-04-29,19,Germany,Germany,21,186,72,VfL Bochum 1848,160,Bundesliga 2,,CAM,"CAM, CM",CM,Midfielder,Left,60,83,64,60,68,56,59,55,52,55,57,51,59,60,52,53,64,61,54,62,72,61,55,62,57,44,25,55,45,48,53,55,60,57,59,42,4,3,6,9,15,12,11,,,,,,,Men's Football,0,ea-drop-api,70037,https://www.ea.com/games/ea-sports-fc/ratings?playerId=70037,ea-drop-api,ea-drop-api,FC26_20250921-carryover,fc27,2026-08-28T09:08:58.508Z,bochum,VfL Bochum,ger,fc27,70037:BASE,BASE_LAUNCH
70066,Gabriel Sloane-Rodrigues,Gabriel,Sloane-Rodrigues,,2007-07-03,19,New Zealand,New Zealand,198,176,71,Well. Phoenix,111766,A-League,,LW,"LW, RW, LM","RW, LM",Attack,Right,56,77,72,73,72,50,50,55,51,44,47,43,46,41,45,48,49,39,59,65,76,84,43,58,42,21,23,32,15,23,20,47,44,34,47,66,3,2,15,15,12,10,9,,,,,,,Men's Football,0,ea-drop-api,70066,https://www.ea.com/games/ea-sports-fc/ratings?playerId=70066,ea-drop-api,ea-drop-api,FC26_20250921-carryover,fc27,2026-08-28T09:08:58.508Z,wellington-phoenix,Wellington Phoenix,aus,fc27,70066:BASE,BASE_LAUNCH
70105,Filip Beckman,Filip,Beckman,,2003-02-10,23,Sweden,Sweden,46,198,84,GAIS,111594,Allsvenskan,,CB,CB,,Defense,Left,64,74,54,54,54,26,23,38,21,22,34,22,39,26,21,22,57,49,20,50,49,42,63,54,50,63,64,64,62,63,61,69,75,47,82,63,3,2,13,9,12,11,6,,,,,,,Men's Football,0,ea-drop-api,70105,https://www.ea.com/games/ea-sports-fc/ratings?playerId=70105,ea-drop-api,ea-drop-api,FC26_20250921-carryover,fc27,2026-08-28T09:08:58.508Z,gais,GAIS,swe,fc27,70105:BASE,BASE_LAUNCH
70115,Erick,Erick,Barbosa dos Santos,Erick,2004-02-29,22,Brazil,Brazil,54,176,70,Cercle Brugge,1750,1A Pro League,,RM,"RM, RB",RB,Midfielder,Right,61,73,66,68,64,49,55,52,38,39,45,36,61,58,55,47,70,60,46,64,58,74,56,66,60,59,57,53,57,61,64,61,62,58,60,66,3,3,9,10,10,9,13,,,,,,,Men's Football,0,ea-drop-api,70115,https://www.ea.com/games/ea-sports-fc/ratings?playerId=70115,ea-drop-api,ea-drop-api,FC26_20250921-carryover,fc27,2026-08-28T09:08:58.508Z,cercle-brugge,Cercle Brugge KSV,bel,fc27,70115:BASE,BASE_LAUNCH
70125,Yaya Bojang,Yaya,Bojang,,2004-09-10,21,Gambia,Gambia,116,180,75,Odense BK,272,3F Superliga,,CB,"CB, CDM",CDM,Defense,Right,56,70,63,61,65,26,22,39,19,31,33,25,43,31,36,28,55,51,26,51,54,66,53,52,37,54,51,56,51,58,55,62,65,57,68,51,2,2,7,10,10,8,8,,,,,,,Men's Football,0,ea-drop-api,70125,https://www.ea.com/games/ea-sports-fc/ratings?playerId=70125,ea-drop-api,ea-drop-api,FC26_20250921-carryover,fc27,2026-08-28T09:08:58.508Z,,,,,70125:BASE,BASE_LAUNCH
70145,Momoko Tanikawa,Momoko,Tanikawa,,2005-05-07,21,Japan,Japan,163,169,57,FC Bayern München,115995,GPFBL,,CAM,"CAM, CM",CM,Midfielder,Right,73,,70,69,71,66,70,63,60,46,69,78,70,76,59,60,75,73,50,71,68,61,70,75,60,52,63,45,48,55,39,66,62,71,68,54,5,3,15,7,11,11,9,,,,,Technical,,Women's Football,1,ea-drop-api,70145,https://www.ea.com/games/ea-sports-fc/ratings?playerId=70145,ea-drop-api,ea-drop-api,,fc27,2026-08-28T09:08:58.508Z,,,,,70145:BASE,BASE_LAUNCH
70168,Matías Valenti,Matías,Valenti,,2002-09-03,23,Argentina,Argentina,52,184,85,Ind. Rivadavia,111020,LPF,,LB,"LB, CB, LM","CB, LM",Defense,Left,66,73,63,62,64,40,43,41,35,34,39,43,41,26,51,23,52,31,26,60,65,70,61,59,64,69,67,52,73,71,70,70,66,66,72,71,3,2,12,9,7,9,11,,,,,,,Men's Football,0,ea-drop-api,70168,https://www.ea.com/games/ea-sports-fc/ratings?playerId=70168,ea-drop-api,ea-drop-api,FC26_20250921-carryover,fc27,2026-08-28T09:08:58.508Z,independiente-rivadavia,Independiente Rivadavia,arg,fc27,70168:BASE,BASE_LAUNCH
