player_id,name,first_name,last_name,short_name,date_of_birth,derived_age,nationality,nationality_raw,nationality_id,height,weight,club,club_id,league,league_id,position,positions,alternative_positions,position_type,preferred_foot,overall,potential,pace,acceleration,sprint_speed,shooting,finishing,shot_power,long_shots,volleys,penalties,positioning,passing,vision,crossing,free_kick_accuracy,short_passing,long_passing,curve,dribbling,agility,balance,reactions,ball_control,composure,defending,interceptions,heading_accuracy,defensive_awareness,standing_tackle,sliding_tackle,physical,jumping,stamina,strength,aggression,weak_foot,skill_moves,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,value,wage,release_clause,contract_until,playstyles,playstyles_plus,gender,gender_id,source,source_player_id,source_url,overall_source,attributes_source,potential_source,data_version,scraped_at,game_club_id,game_club_name,game_league_id,club_source,provider_card_id,card_type
19541,Glenn Morris,Glenn,Morris,,1983-12-20,42,England,England,14,183,70,Gillingham,1802,EFL League Two,,GK,GK,,Defense,Right,61,61,60,31,32,59,15,43,17,12,29,14,57,53,20,15,31,50,13,62,52,55,57,30,56,31,17,14,13,22,24,63,56,30,63,30,3,1,60,59,57,63,62,,,,,"Footwork, Cross Claimer",,Men's Football,0,ea-drop-api,19541,https://www.ea.com/games/ea-sports-fc/ratings?playerId=19541,ea-drop-api,ea-drop-api,FC26_20250921-carryover,fc27,2026-08-28T09:08:58.508Z,gillingham,Gillingham,eng-4,fc27,19541:BASE,BASE_LAUNCH
52679,Joe Murphy,Joe,Murphy,,1981-08-21,45,Ireland,Republic of Ireland,25,188,88,Tranmere Rovers,15048,EFL League Two,,GK,GK,,Defense,Left,57,57,56,27,28,57,13,42,14,12,15,7,56,57,10,10,44,52,17,56,30,36,52,32,58,27,15,12,22,17,13,58,42,18,46,31,3,1,56,57,56,58,56,,,,,,,Men's Football,0,ea-drop-api,52679,https://www.ea.com/games/ea-sports-fc/ratings?playerId=52679,ea-drop-api,ea-drop-api,FC26_20250921-carryover,fc27,2026-08-28T09:08:58.508Z,tranmere-rovers,Tranmere Rovers,eng-4,fc27,52679:BASE,BASE_LAUNCH
69963,Agustín Alaniz,Agustín,Alaniz,,2002-05-16,24,Uruguay,Uruguay,60,182,78,Banfield,110404,LPF,,ST,"ST, LM, LW","LM, LW",Attack,Right,68,75,74,73,75,71,74,68,72,60,65,66,60,64,66,48,60,52,59,70,74,66,60,68,60,37,42,60,22,40,40,60,72,58,66,46,3,3,8,15,5,15,15,,,,,,,Men's Football,0,ea-drop-api,69963,https://www.ea.com/games/ea-sports-fc/ratings?playerId=69963,ea-drop-api,ea-drop-api,FC26_20250921-carryover,fc27,2026-08-28T09:08:58.508Z,ca-banfield,CA Banfield,arg,fc27,69963:BASE,BASE_LAUNCH
69969,Juan Pablo Zozaya,Juan Pablo,Zozaya,,2001-08-13,25,Argentina,Argentina,52,187,82,Central Córdoba,112965,LPF,,GK,GK,,Defense,Right,63,68,61,25,28,59,5,44,8,8,18,4,58,57,10,10,18,21,11,68,36,35,60,14,41,26,13,13,7,13,11,64,62,30,77,23,2,1,61,59,58,64,68,,,,,,,Men's Football,0,ea-drop-api,69969,https://www.ea.com/games/ea-sports-fc/ratings?playerId=69969,ea-drop-api,ea-drop-api,FC26_20250921-carryover,fc27,2026-08-28T09:08:58.508Z,central-cordoba-sde,Central Cordoba SdE,arg,fc27,69969:BASE,BASE_LAUNCH
69987,Raul Paula,Raul,Paula,,2004-01-25,22,Germany,Germany,21,178,78,,,Eredivisie,,RM,"RM, LM, RB","LM, RB",Midfielder,Right,66,74,70,72,68,64,63,70,67,51,51,61,64,62,61,63,66,62,69,67,73,70,60,66,64,40,28,40,38,47,45,59,56,72,59,42,3,3,10,6,12,10,11,,,,,,,Men's Football,0,ea-drop-api,69987,https://www.ea.com/games/ea-sports-fc/ratings?playerId=69987,ea-drop-api,ea-drop-api,FC26_20250921-carryover,fc27,2026-08-28T09:08:58.508Z,nac-breda,NAC Breda,ned,fc26-backfill,69987:BASE,BASE_LAUNCH
69997,Arthur Avom Ebong,Arthur,Avom Ebong,,2004-12-15,21,Cameroon,Cameroon,103,173,68,FC Lorient,217,Ligue 1 McDonald's,,CM,CM,,Midfielder,Right,71,81,70,71,69,54,52,58,55,48,39,68,66,67,59,42,74,69,54,74,72,75,66,78,71,64,64,55,58,73,67,68,68,81,63,64,2,3,14,9,5,10,13,,,,,,,Men's Football,0,ea-drop-api,69997,https://www.ea.com/games/ea-sports-fc/ratings?playerId=69997,ea-drop-api,ea-drop-api,FC26_20250921-carryover,fc27,2026-08-28T09:08:58.508Z,fc-lorient,FC Lorient,fra-2,fc27,69997:BASE,BASE_LAUNCH
70007,Silas Andersen,Silas,Andersen,,2004-06-13,22,Denmark,Denmark,13,190,76,BK Häcken,711,Allsvenskan,,CDM,"CDM, CM, CB","CM, CB",Midfielder,Right,70,77,66,64,67,49,49,58,45,31,60,31,63,65,53,42,69,68,54,60,55,53,68,62,57,68,69,66,68,69,68,79,79,76,84,68,3,2,14,13,8,14,6,,,,,,,Men's Football,0,ea-drop-api,70007,https://www.ea.com/games/ea-sports-fc/ratings?playerId=70007,ea-drop-api,ea-drop-api,FC26_20250921-carryover,fc27,2026-08-28T09:08:58.508Z,hacken,BK Häcken,swe,fc27,70007:BASE,BASE_LAUNCH
70013,Poyraz Yıldırım,Poyraz,Yıldırım,,2005-01-15,21,Turkey,Turkey,48,188,78,,,Trendyol Süper Lig,,ST,ST,,Attack,Left,60,79,63,59,67,61,66,56,57,47,67,55,46,52,35,44,51,40,60,58,58,60,59,58,49,22,19,64,17,16,18,58,67,60,66,31,3,2,11,10,11,8,6,,,,,,,Men's Football,0,ea-drop-api,70013,https://www.ea.com/games/ea-sports-fc/ratings?playerId=70013,ea-drop-api,ea-drop-api,FC26_20250921-carryover,fc27,2026-08-28T09:08:58.508Z,antalyaspor,Antalyaspor,tur,fc26-backfill,70013:BASE,BASE_LAUNCH
70017,Gessime Yassine,Gessime,Yassine,,2005-11-22,20,France,France,18,173,59,USL Dunkerque,111276,Ligue 2 BKT,,RM,"RM, LM, RW","LM, RW",Midfielder,Left,65,77,66,70,62,61,61,61,63,59,51,64,62,59,59,53,68,54,74,74,91,83,55,70,65,40,48,42,31,41,44,43,40,47,35,57,2,3,9,7,10,11,14,,,,,Low Driven Shot,,Men's Football,0,ea-drop-api,70017,https://www.ea.com/games/ea-sports-fc/ratings?playerId=70017,ea-drop-api,ea-drop-api,FC26_20250921-carryover,fc27,2026-08-28T09:08:58.508Z,usl-dunkerque,USL Dunkerque,fra-2,fc27,70017:BASE,BASE_LAUNCH
70022,Rayan Lutin,Rayan,Lutin,,2003-01-16,23,Comoros,Comoros,214,165,60,,,Ligue 2 BKT,,CAM,"CAM, LM, CM","LM, CM",Midfielder,Left,66,76,74,78,71,51,54,52,46,47,46,58,64,64,55,44,69,67,69,73,91,92,57,70,67,50,54,29,45,58,56,46,41,67,33,53,2,3,13,13,15,11,12,,,,,,,Men's Football,0,ea-drop-api,70022,https://www.ea.com/games/ea-sports-fc/ratings?playerId=70022,ea-drop-api,ea-drop-api,FC26_20250921-carryover,fc27,2026-08-28T09:08:58.508Z,amiens-sc,Amiens SC,fra-2,fc26-backfill,70022:BASE,BASE_LAUNCH
