player_id,name,first_name,last_name,short_name,date_of_birth,derived_age,nationality,nationality_raw,nationality_id,height,weight,club,club_id,league,league_id,position,positions,alternative_positions,position_type,preferred_foot,overall,potential,pace,acceleration,sprint_speed,shooting,finishing,shot_power,long_shots,volleys,penalties,positioning,passing,vision,crossing,free_kick_accuracy,short_passing,long_passing,curve,dribbling,agility,balance,reactions,ball_control,composure,defending,interceptions,heading_accuracy,defensive_awareness,standing_tackle,sliding_tackle,physical,jumping,stamina,strength,aggression,weak_foot,skill_moves,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,value,wage,release_clause,contract_until,playstyles,playstyles_plus,gender,gender_id,source,source_player_id,source_url,overall_source,attributes_source,potential_source,data_version,scraped_at,game_club_id,game_club_name,game_league_id,club_source,provider_card_id,card_type
19541,Glenn Morris,Glenn,Morris,,1983-12-20,42,England,England,14,183,70,Gillingham,1802,EFL League Two,,GK,GK,,Defense,Right,61,61,60,31,32,59,15,43,17,12,29,14,57,53,20,15,31,50,13,62,52,55,57,30,56,31,17,14,13,22,24,63,56,30,63,30,3,1,60,59,57,63,62,,,,,"Footwork, Cross Claimer",,Men's Football,0,ea-drop-api,19541,https://www.ea.com/games/ea-sports-fc/ratings?playerId=19541,ea-drop-api,ea-drop-api,FC26_20250921-carryover,fc27,2026-08-28T09:08:58.508Z,gillingham,Gillingham,eng-4,fc27,19541:BASE,BASE_LAUNCH
70053,Pablo Monje,Pablo,Monje,,1997-02-06,29,Argentina,Argentina,52,171,75,Dep. Riestra,115472,LPF,,CM,"CM, CDM",CDM,Midfielder,Right,63,63,62,65,60,52,49,64,45,46,70,56,65,63,57,57,70,69,61,65,67,74,56,67,67,56,43,60,59,58,58,60,65,70,58,53,3,2,15,7,5,11,13,,,,,,,Men's Football,0,ea-drop-api,70053,https://www.ea.com/games/ea-sports-fc/ratings?playerId=70053,ea-drop-api,ea-drop-api,FC26_20250921-carryover,fc27,2026-08-28T09:08:58.508Z,deportivo-riestra,Deportivo Riestra,arg,fc27,70053:BASE,BASE_LAUNCH
70141,Nick Pariano,Nick,Pariano,,2003-03-16,23,USA,United States,95,170,66,Philadelphia,112134,MLS,,CAM,"CAM, CM",CM,Midfielder,Right,55,65,59,63,56,41,42,40,36,40,45,45,60,54,53,58,65,64,60,58,70,85,46,57,51,35,26,40,33,36,49,46,36,56,42,46,3,2,5,11,6,8,12,,,,,,,Men's Football,0,ea-drop-api,70141,https://www.ea.com/games/ea-sports-fc/ratings?playerId=70141,ea-drop-api,ea-drop-api,FC26_20250921-carryover,fc27,2026-08-28T09:08:58.508Z,philadelphia-union,Philadelphia Union,mls,fc27,70141:BASE,BASE_LAUNCH
70264,Rupérez,Iñaki,Rupérez Urtasun,Rupérez,2003-01-07,23,Spain,Spain,45,180,75,Real Sociedad B,110711,LALIGA HYPERMOTION,,RB,"RB, RM",RM,Defense,Right,64,74,64,62,65,58,61,60,55,40,49,58,60,59,66,34,62,55,60,63,63,64,63,64,55,61,62,54,61,61,61,60,61,63,62,52,3,3,14,10,8,6,12,,,,,,,Men's Football,0,ea-drop-api,70264,https://www.ea.com/games/ea-sports-fc/ratings?playerId=70264,ea-drop-api,ea-drop-api,FC26_20250921-carryover,fc27,2026-08-28T09:08:58.508Z,,,,,70264:BASE,BASE_LAUNCH
70432,Ben Hatton,Ben,Hatton,,2005-11-01,20,England,England,14,177,70,Rotherham Utd,1797,EFL League One,,CAM,"CAM, CM",CM,Midfielder,Right,55,69,68,69,67,47,48,45,46,44,54,50,52,55,40,46,57,55,51,56,70,72,54,54,56,50,47,48,51,50,52,49,47,56,45,50,2,2,6,15,11,10,6,,,,,,,Men's Football,0,ea-drop-api,70432,https://www.ea.com/games/ea-sports-fc/ratings?playerId=70432,ea-drop-api,ea-drop-api,FC26_20250921-carryover,fc27,2026-08-28T09:08:58.508Z,rotherham-utd,Rotherham Utd,eng-3,fc27,70432:BASE,BASE_LAUNCH
70515,Andriano Lebib,Andriano,Lebib,,2006-01-29,20,Australia,Australia,195,182,83,Perth Glory,111399,A-League,,CB,CB,,Defense,Right,57,72,90,89,91,24,21,36,17,21,28,27,35,30,22,25,48,34,22,36,47,49,70,31,53,56,56,45,59,54,62,60,71,53,66,53,3,2,14,8,13,5,8,,,,,,,Men's Football,0,ea-drop-api,70515,https://www.ea.com/games/ea-sports-fc/ratings?playerId=70515,ea-drop-api,ea-drop-api,FC26_20250921-carryover,fc27,2026-08-28T09:08:58.508Z,perth-glory,Perth Glory,aus,fc27,70515:BASE,BASE_LAUNCH
70671,Chissumba,Francisco Edgar,Chissumba Rodrigues,Chissumba,2005-05-29,21,Portugal,Portugal,38,180,73,FC Alverca,717,Liga Portugal,,LB,"LB, LM",LM,Defense,Left,70,80,81,80,82,44,40,47,42,47,37,73,66,70,70,49,65,65,68,70,77,70,64,72,74,63,64,50,64,68,60,70,71,77,69,62,2,2,13,15,8,11,14,,,,,,,Men's Football,0,ea-drop-api,70671,https://www.ea.com/games/ea-sports-fc/ratings?playerId=70671,ea-drop-api,ea-drop-api,FC26_20250921-carryover,fc27,2026-08-28T09:08:58.508Z,,,,,70671:BASE,BASE_LAUNCH
70756,Miguel Vegas,Miguel,Vegas,,2006-05-22,20,Venezuela,Venezuela,61,168,62,,,Sudamericana,,CDM,"CDM, CM",CM,Midfielder,Left,64,76,63,62,64,44,46,47,40,31,43,49,60,56,42,37,73,71,42,61,53,80,65,65,48,58,60,45,53,64,63,51,47,56,45,62,2,2,6,8,8,14,14,,,,,,,Men's Football,0,ea-drop-api,70756,https://www.ea.com/games/ea-sports-fc/ratings?playerId=70756,ea-drop-api,ea-drop-api,FC26_20250921-carryover,fc27,2026-08-28T09:08:58.508Z,,,,,70756:BASE,BASE_LAUNCH
70867,Dominik Hollý,Dominik,Hollý,,2003-11-11,22,Slovakia,Slovakia,43,181,67,Sparta Praha,267,Česká Liga,,CM,CM,,Midfielder,Right,56,62,59,60,59,45,45,51,35,41,56,46,58,58,53,46,63,58,50,56,60,64,54,55,49,55,54,50,52,59,60,56,53,57,54,60,3,2,11,7,9,13,6,,,,,,,Men's Football,0,ea-drop-api,70867,https://www.ea.com/games/ea-sports-fc/ratings?playerId=70867,ea-drop-api,ea-drop-api,FC26_20250921-carryover,fc27,2026-08-28T09:08:58.508Z,,,,,70867:BASE,BASE_LAUNCH
70968,Kamil Cybulski,Kamil,Cybulski,,2005-12-02,20,Poland,Poland,37,174,63,Widzew Łódź,301,PKO BP Ekstraklasa,,LW,"LW, LM, RM","LM, RM",Attack,Right,63,76,77,80,75,55,57,57,48,51,45,63,60,60,60,38,65,61,47,62,72,76,62,60,62,51,48,51,47,55,54,59,65,69,55,55,3,3,10,10,6,11,6,,,,,,,Men's Football,0,ea-drop-api,70968,https://www.ea.com/games/ea-sports-fc/ratings?playerId=70968,ea-drop-api,ea-drop-api,FC26_20250921-carryover,fc27,2026-08-28T09:08:58.508Z,,,,,70968:BASE,BASE_LAUNCH
